Temperature;Turbidity (cm);Dissolved Oxygen (mg/L);Biochemical Oxygen Demand (mg/L);Carbon Dioxide (CO2);pH;Total Alkalinity (mg L-1);Total Hardness (mg L-1);Calcium (mg L-1);Ammonia (mg L-1);Nitrite (mg L-1);Phosphorus (mg L-1);Hydrogen Sulfide (mg L-1);Plankton Count (No. L-1);Water Quality Label;Aquaculture Suitability Tier;Aquaculture Suitability Description
16.32;20.01;6.336;5.546;4.035;3.577;41.124;140.437;159.523;0.041;0.009;0.024;0.006;3507.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
23.09;25.48;3.361;5.594;2.726;0.228;115.158;240.366;140.361;0.027;0.01;2.443;0.02;4040.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.8;17.97;4.121;1.121;5.869;12.822;154.324;144.363;26.983;0.019;0.002;0.736;0.019;2660.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.87;15.46;3.168;1.014;5.849;0.286;48.199;97.593;27.359;0.014;0.611;1.611;0.01;2065.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
17.97;26.16;3.695;1.357;0.019;1.378;44.689;50.538;210.279;0.015;0.953;0.96;0.006;3878.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
23.55;22.5;4.902;1.199;1.822;4.514;31.515;165.513;95.388;0.014;1.632;1.999;0.011;4922.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
20.14;22.2;5.819;1.523;7.908;0.288;38.702;124.122;95.834;0.043;0.103;0.302;0.001;5817.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
27.15;28.57;7.444;5.554;7.508;1.674;158.797;50.204;97.994;0.012;0.013;1.948;0.013;2063.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
22.05;24.15;3.354;2.382;6.011;1.018;32.441;103.265;20.45;0.043;0.608;0.022;0.019;2758.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
15.34;24.26;3.984;1.308;5.719;13.342;36.409;137.197;97.307;0.045;0.016;0.028;0.02;4199.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
27.4;27.89;6.251;3.246;6.352;11.698;26.085;23.837;52.287;0.03;1.909;0.992;0.019;3946.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
17.0;27.08;5.636;2.701;5.846;10.441;187.396;229.691;24.918;0.026;0.012;0.028;0.008;3992.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
26.81;23.65;5.296;1.378;0.563;14.077;26.626;231.417;36.786;0.001;1.75;1.079;0.02;5126.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
21.19;17.74;4.845;3.929;5.393;4.608;131.892;68.646;64.137;0.033;0.018;0.253;0.017;3262.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.88;18.6;4.409;5.717;7.35;12.427;198.434;72.14;40.945;0.043;1.922;1.368;0.02;3955.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
24.6;28.3;4.879;1.849;7.532;14.13;179.811;97.278;87.478;0.023;1.053;2.01;0.012;3555.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
25.91;15.43;5.505;1.512;6.921;5.894;45.412;140.5;198.01;0.004;0.017;2.473;0.005;5588.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
19.27;22.35;4.561;5.897;6.727;1.056;136.869;132.892;24.94;0.021;0.09;2.435;0.019;4663.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
18.07;17.52;5.26;5.756;6.598;11.569;46.289;123.285;55.341;0.042;0.786;2.443;0.018;2956.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
24.47;29.68;3.142;1.862;4.792;10.283;28.113;292.447;173.525;0.002;0.048;2.939;0.014;3181.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
26.1;25.69;3.813;4.958;5.266;4.067;39.887;103.501;19.982;0.029;1.523;2.657;0.019;3953.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
27.76;22.51;5.864;2.621;7.261;9.582;237.875;77.587;191.644;0.014;1.922;1.82;0.006;2379.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.18;22.07;3.778;1.834;4.261;0.848;30.25;96.461;13.058;0.04;0.224;1.172;0.02;3704.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
22.5;51.14;6.008;1.982;6.496;10.232;132.591;151.051;24.066;0.031;0.01;0.027;0.019;3340.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
29.19;34.71;3.189;5.313;7.477;2.708;296.472;101.668;14.973;0.042;1.09;0.051;0.019;5717.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
24.0;59.93;4.962;5.702;1.754;2.949;260.742;52.547;166.713;0.021;0.941;0.189;0.02;3137.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
24.55;53.55;7.122;1.114;7.04;10.377;39.157;44.164;12.669;0.042;0.013;0.016;0.003;3592.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
25.66;64.8;5.331;3.596;1.421;12.346;285.114;77.075;15.072;0.029;0.773;2.95;0.019;3288.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
20.51;64.99;5.28;1.801;7.659;10.253;280.903;156.139;27.91;0.01;1.704;2.022;0.016;2038.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
26.57;61.93;4.372;1.371;5.121;14.082;210.134;103.473;18.276;0.008;0.002;0.019;0.017;2496.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
22.88;31.68;3.842;3.415;5.743;14.851;170.02;104.91;60.089;0.035;0.002;2.325;0.02;2640.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
26.46;33.44;4.867;1.478;0.748;10.202;34.346;55.076;244.247;0.038;0.008;0.016;0.001;4049.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
23.34;45.98;7.307;1.74;1.606;13.15;136.167;41.972;34.738;0.031;1.448;0.01;0.02;2087.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
20.43;56.54;4.182;4.435;5.325;0.428;243.985;108.092;24.809;0.015;0.877;0.021;0.007;5159.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.41;62.72;4.772;2.907;5.939;3.659;45.632;44.975;94.99;0.039;0.004;2.013;0.01;2083.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
25.86;50.38;4.637;4.137;7.441;1.91;152.083;290.553;230.204;0.02;0.001;2.479;0.011;3991.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.0;71.0;6.273;3.016;7.991;1.28;30.481;78.131;15.985;0.015;0.413;0.029;0.02;2740.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
26.13;65.92;5.562;5.305;5.087;10.661;47.754;136.588;104.041;0.028;0.513;0.024;0.02;3075.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
25.79;78.43;3.65;1.68;5.745;10.378;36.812;108.897;15.531;0.0;0.418;2.788;0.019;4452.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
17.91;56.57;3.298;1.402;2.678;14.515;237.316;100.158;148.637;0.016;0.01;0.013;0.005;2683.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
29.31;46.26;6.583;1.532;6.123;10.792;128.318;22.7;168.255;0.046;1.473;0.583;0.019;5009.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
29.7;35.28;5.712;1.332;7.489;3.715;35.683;54.331;90.1;0.02;1.851;0.515;0.016;2740.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
19.22;60.55;7.014;2.552;2.726;9.814;31.92;101.625;191.696;0.0;1.875;0.124;0.02;4746.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.03;68.94;4.728;1.247;7.354;2.311;39.49;75.403;16.51;0.027;0.006;2.497;0.007;3889.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
18.0;51.17;4.389;2.139;6.18;10.384;243.238;91.617;68.774;0.008;1.912;0.163;0.007;4993.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
25.85;34.54;7.789;5.586;5.145;0.295;44.323;127.65;168.692;0.024;0.007;0.026;0.02;3086.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
21.7;43.32;7.829;5.101;7.684;12.146;43.001;75.882;76.392;0.004;1.809;0.186;0.02;3317.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
24.41;37.68;6.81;1.575;5.62;10.131;33.249;203.379;82.985;0.048;0.018;2.774;0.019;3519.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
27.76;44.05;4.676;5.113;6.635;2.375;170.484;75.269;18.064;0.023;0.012;2.401;0.02;2305.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
17.97;52.0;7.332;5.218;7.361;11.774;38.34;22.828;124.0;0.003;0.003;0.015;0.02;4121.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
16.73;56.36;7.471;1.751;0.001;2.698;193.832;92.455;85.504;0.028;0.018;2.753;0.008;3608.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
25.97;52.87;7.685;1.479;4.737;4.18;43.201;118.922;108.803;0.044;0.009;0.101;0.02;2468.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
26.03;73.77;6.945;5.705;5.404;10.751;112.659;66.955;109.877;0.045;0.011;0.03;0.02;2023.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
20.87;55.9;3.517;2.382;5.387;2.388;106.467;237.488;12.384;0.031;0.016;1.508;0.02;3991.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
27.18;77.18;5.375;1.729;7.657;12.179;274.375;161.403;18.32;0.046;0.002;0.024;0.019;3596.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
29.88;61.89;4.874;1.002;6.596;11.245;246.831;38.263;128.002;0.044;1.295;0.012;0.019;3767.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
21.11;77.88;3.55;4.008;5.9;13.345;49.123;113.906;24.947;0.006;0.01;0.019;0.02;4935.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
17.25;42.04;4.36;1.844;0.627;5.458;101.974;261.974;39.872;0.048;0.018;1.314;0.018;4614.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
25.73;63.81;5.993;2.495;5.304;12.916;194.165;86.564;58.534;0.014;1.988;2.784;0.0;2515.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
15.38;44.45;5.648;1.735;1.096;0.541;185.844;269.773;14.982;0.036;0.02;1.643;0.019;4386.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
29.19;63.59;4.008;1.277;7.745;13.38;259.583;130.137;22.464;0.039;0.225;0.017;0.02;3541.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
29.94;64.76;4.872;1.143;2.103;11.836;38.198;204.361;51.683;0.006;1.12;0.917;0.018;3840.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
15.85;33.4;5.811;1.796;7.76;5.352;248.235;41.309;12.725;0.022;1.553;1.043;0.02;3331.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
23.59;42.74;4.008;4.184;1.559;10.954;214.744;37.542;11.735;0.008;0.005;1.361;0.002;4819.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
